dataset_id,sample_id,detector_score,generation_gate,gate_band,guardrailed_generation_eligible,condition_count_verified
Sparkov,FOLLOWUP_SPARKOV_064,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_065,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_066,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_067,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_068,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_069,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_070,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_071,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_072,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_073,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_074,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_075,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_076,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_077,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_078,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_079,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_080,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_081,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_082,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_083,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_084,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_085,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_086,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_087,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_088,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_089,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_090,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_091,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_092,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_093,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_094,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_095,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_096,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_097,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_098,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_099,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_100,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_101,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_102,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_103,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_104,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_105,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_106,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_107,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_108,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_109,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_110,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_111,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_112,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_113,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_114,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_115,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_116,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_117,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_118,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_119,0.0,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_120,0.0038019376,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_121,0.0046973782,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_122,0.0047804928,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_123,0.0048282985,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_124,0.0048494097,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_125,0.0048601891,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_126,0.0048830529,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_127,0.0048870378,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_128,0.0048910275,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_129,0.0049280137,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_130,0.0049431214,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_131,0.0049436551,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_132,0.0049617829,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_133,0.0049903647,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_134,0.0096696707,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_135,0.0096935398,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_136,0.0097674258,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_137,0.0098457852,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_138,0.0098464053,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_139,0.0143992901,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_140,0.0144011592,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_141,0.0147047453,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_142,0.0191919278,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_143,0.0194539759,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_144,0.0240284411,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_145,0.0244015119,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_146,0.0289075012,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_147,0.0340144741,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_148,0.0343523052,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_149,0.0392668914,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_150,0.0440652034,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_151,0.0483661516,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_152,0.0536493754,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_153,0.0539545307,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_154,0.0587551971,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_155,0.0639473672,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_156,0.0758278743,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_157,0.0790013487,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_158,0.0882114852,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_159,0.0936518087,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_160,0.1071998358,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_161,0.1172318269,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_162,0.1183951011,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_163,0.1274202611,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_164,0.133198596,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_165,0.1448948318,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_166,0.157290965,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_167,0.1674799713,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_168,0.1769202172,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_169,0.1908936179,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_170,0.2019455312,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_171,0.2093276055,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_172,0.2144216817,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_173,0.2290361936,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_174,0.2427942638,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_175,0.2532261184,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_176,0.2712348104,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_177,0.276588008,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_178,0.2831057128,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_179,0.2931329663,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_180,0.305905472,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_181,0.3156660077,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_182,0.3334582709,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_183,0.3466556426,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_184,0.3596588403,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_185,0.3684410285,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_186,0.3778640276,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_187,0.3857505989,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_188,0.3914150621,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_189,0.3970257861,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_190,0.4027625603,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_191,0.4136080897,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_192,0.4214218046,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_193,0.4377877543,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_194,0.4454189787,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_195,0.4570556852,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_196,0.4673925429,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_197,0.4734491258,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_198,0.4867479277,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_199,0.4978081899,0.5,below_gate,False,6
Sparkov,FOLLOWUP_SPARKOV_200,0.5091492814,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_201,0.5175918494,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_202,0.5277569492,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_203,0.5389343866,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_204,0.546686995,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_205,0.5547238529,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_206,0.5658787333,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_207,0.5821564869,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_208,0.5900271199,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_209,0.6089019006,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_210,0.6241030085,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_211,0.6338146357,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_212,0.639442222,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_213,0.6452054358,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_214,0.6580825263,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_215,0.6675379184,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_216,0.6739010136,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_217,0.6824083137,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_218,0.6888231238,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_219,0.6964378011,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_220,0.7065543621,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_221,0.7129575697,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_222,0.7188680691,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_223,0.7261964129,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_224,0.7293228034,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_225,0.7337081939,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_226,0.7392456937,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_227,0.7435937997,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_228,0.7490749866,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_229,0.7534852434,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_230,0.7562967663,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_231,0.7618780966,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_232,0.7672980916,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_233,0.7699262567,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_234,0.7735342536,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_235,0.7782947474,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_236,0.7826170848,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_237,0.7874187531,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_238,0.7942830417,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_239,0.8011460475,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_240,0.8063119892,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_241,0.8086895058,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_242,0.8139154843,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_243,0.8173078401,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_244,0.8192895312,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_245,0.8237471456,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_246,0.8272050507,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_247,0.8287373537,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_248,0.8309713781,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_249,0.832631134,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_250,0.836897384,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_251,0.8385416459,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_252,0.8442095524,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_253,0.8469167533,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_254,0.8488293857,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_255,0.8520722247,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_256,0.8544636146,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_257,0.8579270841,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_258,0.8607040893,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_259,0.8625980608,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_260,0.8649057788,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_261,0.8680066681,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_262,0.8693597853,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_263,0.8721218901,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_264,0.8737554982,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_265,0.8768935809,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_266,0.8781023901,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_267,0.8790887864,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_268,0.8825938642,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_269,0.883780934,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_270,0.8878802605,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_271,0.8899915391,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_272,0.8920313099,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_273,0.8928842123,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_274,0.8936627686,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_275,0.8957567683,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_276,0.8976922679,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_277,0.8991247821,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_278,0.902397859,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_279,0.9029482981,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_280,0.9040329362,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_281,0.9066249584,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_282,0.9080948635,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_283,0.9105629187,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_284,0.9130488918,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_285,0.9162229678,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_286,0.9180213723,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_287,0.9190095639,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_288,0.9222566692,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_289,0.9233533323,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_290,0.9252805068,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_291,0.9277460421,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_292,0.9288644842,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_293,0.9318160986,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_294,0.932985146,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_295,0.9336050388,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_296,0.9341242226,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_297,0.9365383461,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_298,0.9376767026,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_299,0.9387745462,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_300,0.9429937312,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_301,0.9438874856,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_302,0.9443352771,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_303,0.94808729,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_304,0.9486257729,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_305,0.9490458076,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_306,0.9517233993,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_307,0.9533432071,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_308,0.9539709564,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_309,0.9544594177,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_310,0.9567777703,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_311,0.9578973793,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_312,0.9587430773,0.5,at_or_above_gate,True,6
Sparkov,FOLLOWUP_SPARKOV_313,0.9590241198,0.5,at_or_above_gate,True,6
